TF,target,target_symbol,target_gene_id,signed_association,absolute_association,p_value,positive_sign_frequency,bootstrap_sign_consistency,bootstrap_top1_frequency,bootstrap_top5_frequency,bootstrap_top10_frequency,fdr_global,stable_edge
NFE2,AP000787.1,AP000787.1,ENSG00000245552,0.1319129704317713,0.1319129704317713,1.836375907098836e-06,1.0,1.0,0.15,0.81,0.97,0.00014819756859133412,True
GATA1,JAZF1,JAZF1,ENSG00000153814,0.13185922473624256,0.13185922473624256,1.8543380024664765e-06,1.0,1.0,0.59,0.91,0.99,0.0001493715363312775,True
GATA1,SLC22A16,SLC22A16,ENSG00000004809,0.13176082045362084,0.13176082045362084,1.8876631306253073e-06,1.0,1.0,0.49,0.93,0.99,0.00015122048595888452,True
KLF1,SPTB,SPTB,ENSG00000070182,0.13155608147455763,0.13155608147455763,1.9588505418922705e-06,1.0,1.0,0.74,0.94,0.97,0.00015578204127703255,True
GFI1B,SYTL4,SYTL4,ENSG00000102362,0.1314656833916276,0.1314656833916276,1.991095180446706e-06,1.0,1.0,0.22,0.7,0.84,0.00015748734754564,True
GATA1,CCDC14,CCDC14,ENSG00000175455,0.1313152337317818,0.1313152337317818,2.0458921298276167e-06,1.0,1.0,0.5,0.93,0.97,0.00016065946455773783,True
KLF1,RABGAP1L,RABGAP1L,ENSG00000152061,0.13124797658429097,0.13124797658429097,2.070853924226103e-06,1.0,1.0,0.62,0.96,0.99,0.00016174848329580311,True
GFI1B,RPL27A,RPL27A,ENSG00000166441,0.13106733454377376,0.13106733454377376,2.139351997050488e-06,1.0,1.0,0.1,0.73,0.91,0.0001665109879901596,True
GFI1B,RPL19,RPL19,ENSG00000108298,0.13106710191831664,0.13106710191831664,2.1394415923747074e-06,1.0,1.0,0.14,0.7,0.91,0.0001665109879901596,True
NFE2,ARL15,ARL15,ENSG00000185305,0.13092371090866717,0.13092371090866717,2.1953587538290568e-06,1.0,1.0,0.15,0.89,0.96,0.0001702570778235513,True
GFI1B,NSD2,NSD2,ENSG00000109685,0.13083822705456724,0.13083822705456724,2.2293584291539542e-06,1.0,1.0,0.27,0.72,0.86,0.00017258785432069728,True
NFE2,SOD1,SOD1,ENSG00000142168,-0.13065185815802113,0.13065185815802113,2.305242820484035e-06,0.0,1.0,0.22,0.86,1.0,0.000177833017580197,True
TAL1,SLC4A1,SLC4A1,ENSG00000004939,0.1305718637809325,0.1305718637809325,2.3385687449597875e-06,1.0,1.0,0.58,0.94,0.99,0.00017882691766528164,True
NFE2,RHBDD1,RHBDD1,ENSG00000144468,0.13019722737506562,0.13019722737506562,2.500889282238694e-06,1.0,1.0,0.13,0.82,0.97,0.00018892728360124432,True
NFE2,CR1,CR1,ENSG00000203710,0.12996253906509656,0.12996253906509656,2.6080192804458103e-06,1.0,1.0,0.16,0.74,0.96,0.00019600474798402018,True
GATA1,RPS27,RPS27,ENSG00000177954,0.12990080355749048,0.12990080355749048,2.6369228685755242e-06,1.0,1.0,0.54,0.93,0.96,0.0001974982984100915,True
TAL1,RYBP,RYBP,ENSG00000163602,0.12965184066432842,0.12965184066432842,2.756630166777004e-06,1.0,1.0,0.59,0.89,0.95,0.00020538014178509304,True
GATA1,RPS4X,RPS4X,ENSG00000198034,0.12964307142911285,0.12964307142911285,2.760940177632252e-06,1.0,1.0,0.46,0.88,0.98,0.00020538014178509304,True
KLF1,TFRC,TFRC,ENSG00000072274,0.12962746641641681,0.12962746641641681,2.7686258988849794e-06,1.0,1.0,0.58,0.87,0.96,0.00020540873868358757,True
NFE2,PEAR1,PEAR1,ENSG00000187800,0.12943121097474758,0.12943121097474758,2.867052686696451e-06,1.0,1.0,0.17,0.77,0.97,0.00021111933420219322,True
GFI1B,UROD,UROD,ENSG00000126088,0.12915098241694187,0.12915098241694187,3.0134249996604985e-06,1.0,1.0,0.19,0.76,0.92,0.00022129288725349037,True
GATA1,PIGQ,PIGQ,ENSG00000007541,0.12882122919937475,0.12882122919937475,3.1948417056776754e-06,1.0,1.0,0.48,0.88,0.96,0.0002309791342253579,True
GATA1,RPS3,RPS3,ENSG00000149273,0.12872559658425217,0.12872559658425217,3.249382545211404e-06,1.0,1.0,0.48,0.91,0.99,0.0002345346411345657,True
NFE2,USP24,USP24,ENSG00000162402,0.12860526392475094,0.12860526392475094,3.3192783085120558e-06,1.0,1.0,0.1,0.84,0.97,0.00023800857903986445,True
GATA1,RHAG,RHAG,ENSG00000112077,0.12823693743089892,0.12823693743089892,3.5422862639960313e-06,1.0,1.0,0.51,0.87,0.95,0.00025206153895026775,True
KLF1,MARK3,MARK3,ENSG00000075413,0.12823575666762788,0.12823575666762788,3.5430237282522247e-06,1.0,1.0,0.58,0.97,0.98,0.00025206153895026775,True
NFE2,RAP1GAP,RAP1GAP,ENSG00000076864,0.1277071480286655,0.1277071480286655,3.888368074522737e-06,1.0,1.0,0.14,0.81,0.93,0.00027212355132739924,True
GFI1B,UBR2,UBR2,ENSG00000024048,-0.12767818630001004,0.12767818630001004,3.908191666212666e-06,0.0,1.0,0.17,0.71,0.93,0.00027305559999277185,True
KLF1,KLF13,KLF13,ENSG00000169926,0.1276124752664862,0.1276124752664862,3.953528693562132e-06,1.0,1.0,0.6,0.94,0.99,0.000274924236973621,True
GFI1B,RESF1,RESF1,ENSG00000174718,0.12742117871353403,0.12742117871353403,4.088397231768394e-06,1.0,1.0,0.24,0.72,0.85,0.000280292311782993,True
NFE2,HAGH,HAGH,ENSG00000063854,0.1272087367768383,0.1272087367768383,4.243333300929032e-06,1.0,1.0,0.15,0.74,0.93,0.00028999169848775653,True
TAL1,ALAS2,ALAS2,ENSG00000158578,0.1267968907058301,0.1267968907058301,4.559850290026852e-06,1.0,1.0,0.59,0.88,0.95,0.00030731564204279584,True
NFE2,DCAF11,DCAF11,ENSG00000100897,0.12678695714284077,0.12678695714284077,4.567756763671114e-06,1.0,1.0,0.08,0.84,0.96,0.0003073748936045762,True
NFE2,FNBP1L,FNBP1L,ENSG00000137942,0.12649374730784282,0.12649374730784282,4.80713002821305e-06,1.0,1.0,0.11,0.71,0.91,0.00032052418816164456,True
GATA1,PIP5K1B,PIP5K1B,ENSG00000107242,0.12646440847426482,0.12646440847426482,4.8317317445568935e-06,1.0,1.0,0.44,0.9,0.94,0.00032118532903787007,True
GATA1,RPL35,RPL35,ENSG00000136942,0.12645070712207657,0.12645070712207657,4.8432620607276766e-06,1.0,1.0,0.46,0.94,0.98,0.0003214632511930631,True
NFE2,PHLPP2,PHLPP2,ENSG00000040199,0.1262975573627285,0.1262975573627285,4.973949206272806e-06,1.0,1.0,0.13,0.82,0.94,0.0003291384845421672,True
NFE2,OXCT1,OXCT1,ENSG00000083720,-0.1261510656474053,0.1261510656474053,5.10210647264389e-06,0.0,1.0,0.12,0.84,0.96,0.00033558817611044177,True
NFE2,SLC6A9,SLC6A9,ENSG00000196517,0.1259890614579883,0.1259890614579883,5.2475113530750684e-06,1.0,1.0,0.11,0.81,0.96,0.000341668878471883,True
GATA1,EEF1D,EEF1D,ENSG00000104529,0.12567394341099553,0.12567394341099553,5.541771573035609e-06,1.0,1.0,0.39,0.9,0.94,0.0003565258890548041,True
NFE2,RFC3,RFC3,ENSG00000133119,-0.12567297696244228,0.12567297696244228,5.5426978636777965e-06,0.0,1.0,0.06,0.77,0.93,0.0003565258890548041,True
NFE2,CDYL,CDYL,ENSG00000153046,0.12561358051088728,0.12561358051088728,5.599911280974085e-06,1.0,1.0,0.06,0.73,0.9,0.00035967712104230024,True
KLF1,CD36,CD36,ENSG00000135218,0.1252521874739709,0.1252521874739709,5.96038137783207e-06,1.0,1.0,0.55,0.94,0.99,0.00037908126535010086,True
KLF1,UROD,UROD,ENSG00000126088,0.12516191760476827,0.12516191760476827,6.05382416765521e-06,1.0,1.0,0.63,0.93,0.97,0.0003837598102800564,True
TAL1,KLF3,KLF3,ENSG00000109787,0.12497083420475562,0.12497083420475562,6.256264581930108e-06,1.0,1.0,0.49,0.85,0.92,0.000392609774481525,True
GATA1,RPS8,RPS8,ENSG00000142937,0.12483621245180598,0.12483621245180598,6.402755252418459e-06,1.0,1.0,0.47,0.89,0.94,0.00039894090418915007,True
KLF1,UBR4,UBR4,ENSG00000127481,-0.1247701033380885,0.1247701033380885,6.4758874845394575e-06,0.0,1.0,0.52,0.87,0.95,0.00040235130479226685,True
NFE2,CLEC2B,CLEC2B,ENSG00000110852,-0.1247446809865112,0.1247446809865112,6.504222537449181e-06,0.0,1.0,0.12,0.86,0.93,0.0004029669883683104,True
NFE2,FAM20B,FAM20B,ENSG00000116199,0.12459543224360432,0.12459543224360432,6.672975543488346e-06,1.0,1.0,0.11,0.71,0.89,0.0004122541670511021,True
TAL1,UBE2H,UBE2H,ENSG00000186591,0.12443243128130906,0.12443243128130906,6.862055471974145e-06,1.0,1.0,0.53,0.89,0.99,0.0004216485405475117,True
NFE2,BRAF,BRAF,ENSG00000157764,0.12439884083691345,0.12439884083691345,6.901651196506971e-06,1.0,1.0,0.13,0.79,0.95,0.0004233916175809466,True
NFE2,TXNRD2,TXNRD2,ENSG00000184470,0.12428005177559141,0.12428005177559141,7.04343554039281e-06,1.0,1.0,0.05,0.78,0.94,0.00043027914879438756,True
NFE2,ASPH,ASPH,ENSG00000198363,-0.12422713799355638,0.12422713799355638,7.107484358268036e-06,0.0,1.0,0.06,0.77,0.96,0.00043248476816604663,True
TAL1,MALAT1,MALAT1,ENSG00000251562,0.12422572425518712,0.12422572425518712,7.109203207850652e-06,1.0,1.0,0.54,0.88,0.98,0.00043248476816604663,True
GATA1,SLC11A2,SLC11A2,ENSG00000110911,0.12418365077654575,0.12418365077654575,7.160539072140835e-06,1.0,1.0,0.47,0.86,0.94,0.00043379775486903065,True
TAL1,NEAT1,NEAT1,ENSG00000245532,0.12407959983720514,0.12407959983720514,7.289021785377749e-06,1.0,1.0,0.48,0.83,0.94,0.0004397542246792038,True
NFE2,UBAC1,UBAC1,ENSG00000130560,0.12391628407113223,0.12391628407113223,7.495135868163966e-06,1.0,1.0,0.14,0.71,0.85,0.00044970815208983795,True
NFE2,HIST1H1C,HIST1H1C,ENSG00000187837,-0.12338861468850008,0.12338861468850008,8.19981378290771e-06,0.0,1.0,0.16,0.7,0.9,0.0004814226239790379,True
TAL1,DDX5,DDX5,ENSG00000108654,0.12295490301686168,0.12295490301686168,8.82594897084236e-06,1.0,1.0,0.55,0.84,0.95,0.0005119986843297676,True
KLF1,MAFF,MAFF,ENSG00000185022,-0.1229414773746653,0.1229414773746653,8.846041225001008e-06,0.0,1.0,0.42,0.84,0.95,0.0005124845605053563,True
NFE2,SRSF2,SRSF2,ENSG00000161547,-0.12262045015662679,0.12262045015662679,9.339685349106529e-06,0.0,1.0,0.09,0.75,0.9,0.0005375234699604204,True
KLF1,TESC,TESC,ENSG00000088992,0.12259157715201965,0.12259157715201965,9.385349480348907e-06,1.0,1.0,0.55,0.89,0.96,0.0005379145916517196,True
GATA1,DIPK2A,DIPK2A,ENSG00000181744,-0.12259089766167695,0.12259089766167695,9.386426690702463e-06,0.0,1.0,0.37,0.9,0.96,0.0005379145916517196,True
NFE2,CTSL,CTSL,ENSG00000135047,0.12256260264489655,0.12256260264489655,9.431388271231813e-06,1.0,1.0,0.1,0.71,0.93,0.0005392534940963131,True
NFE2,CITED2,CITED2,ENSG00000164442,-0.12232784412910379,0.12232784412910379,9.81243443630427e-06,0.0,1.0,0.11,0.73,0.94,0.0005574298931443636,True
KLF1,RBM38,RBM38,ENSG00000132819,0.1222076109319884,0.1222076109319884,1.0013233881070122e-05,1.0,1.0,0.41,0.88,0.95,0.0005651339999458156,True
NFE2,MGST3,MGST3,ENSG00000143198,0.12215666177196546,0.12215666177196546,1.0099500486409905e-05,1.0,1.0,0.13,0.77,0.91,0.0005685355872272449,True
TAL1,SPTA1,SPTA1,ENSG00000163554,0.1219701850093225,0.1219701850093225,1.0421326863792252e-05,1.0,1.0,0.48,0.84,0.93,0.0005829013261154387,True
KLF1,SLC6A9,SLC6A9,ENSG00000196517,0.12192608321008003,0.12192608321008003,1.0498856745467666e-05,1.0,1.0,0.34,0.93,0.97,0.0005862098167144252,True
GATA1,RPL19,RPL19,ENSG00000108298,0.12185996078204923,0.12185996078204923,1.0616129926452238e-05,1.0,1.0,0.43,0.89,0.93,0.0005900248068399249,True
TAL1,RAPGEF2,RAPGEF2,ENSG00000109756,0.12170023378205701,0.12170023378205701,1.090459416356782e-05,1.0,1.0,0.51,0.86,0.92,0.0006029923498286427,True
GATA1,RPS9,RPS9,ENSG00000170889,0.12152694766910718,0.12152694766910718,1.1225994989505406e-05,1.0,1.0,0.31,0.85,0.98,0.0006168656040715659,True
KLF1,SLC6A19,SLC6A19,ENSG00000174358,0.1215074839764827,0.1215074839764827,1.1262654228678678e-05,1.0,1.0,0.49,0.95,0.99,0.0006176496637025028,True
TAL1,ZBTB7A,ZBTB7A,ENSG00000178951,0.12149868755875563,0.12149868755875563,1.12792594253417e-05,1.0,1.0,0.49,0.87,0.92,0.0006176496637025028,True
TAL1,CAT,CAT,ENSG00000121691,0.12147328958762356,0.12147328958762356,1.1327334858307878e-05,1.0,1.0,0.41,0.84,0.93,0.000618803220129442,True
TAL1,COX7B,COX7B,ENSG00000131174,-0.12128432766509074,0.12128432766509074,1.1691202276491957e-05,0.0,1.0,0.41,0.84,0.96,0.0006344580490989555,True
NFE2,CD2AP,CD2AP,ENSG00000198087,0.12113871010623539,0.12113871010623539,1.1979179942703202e-05,1.0,1.0,0.03,0.76,0.91,0.0006492804593480026,True
NFE2,SLC11A2,SLC11A2,ENSG00000110911,0.12108328721383174,0.12108328721383174,1.209055247924533e-05,1.0,1.0,0.04,0.72,0.91,0.0006529496646674118,True
NFE2,PPOX,PPOX,ENSG00000143224,0.12105326417933306,0.12105326417933306,1.2151295360849383e-05,1.0,1.0,0.1,0.74,0.92,0.0006553608620019137,True
NFE2,WRN,WRN,ENSG00000165392,0.12092344715913456,0.12092344715913456,1.241730672427486e-05,1.0,1.0,0.05,0.71,0.87,0.0006664208541347023,True
GATA1,RPL3,RPL3,ENSG00000100316,0.12084200274229696,0.12084200274229696,1.2587020308254053e-05,1.0,1.0,0.4,0.9,0.98,0.0006747013091703826,True
NFE2,SPECC1,SPECC1,ENSG00000128487,0.12079405827477337,0.12079405827477337,1.2687958195602696e-05,1.0,1.0,0.07,0.73,0.89,0.0006784490115839388,True
NFE2,SPAG9,SPAG9,ENSG00000008294,-0.12068227431348712,0.12068227431348712,1.2926302535110754e-05,0.0,1.0,0.07,0.72,0.92,0.0006866239872755131,True
GATA1,RPLP0,RPLP0,ENSG00000089157,0.12057971233282878,0.12057971233282878,1.3148732195193551e-05,1.0,1.0,0.31,0.9,0.95,0.0006962779009900313,True
TAL1,TOP1,TOP1,ENSG00000198900,0.12051371519274467,0.12051371519274467,1.3293785955214815e-05,1.0,1.0,0.38,0.83,0.95,0.0007022586928515652,True
NFE2,SAMD9L,SAMD9L,ENSG00000177409,0.12040160124796619,0.12040160124796619,1.3543700431533214e-05,1.0,1.0,0.12,0.73,0.93,0.0007122133826480952,True
NFE2,SWT1,SWT1,ENSG00000116668,0.1203999741394385,0.1203999741394385,1.354736018205796e-05,1.0,1.0,0.08,0.75,0.87,0.0007122133826480952,True
GATA1,PSMC5,PSMC5,ENSG00000087191,0.12038614100965211,0.12038614100965211,1.3578512231130351e-05,1.0,1.0,0.44,0.82,0.91,0.0007129941476466285,True
NFE2,EEF1D,EEF1D,ENSG00000104529,0.12030462153820248,0.12030462153820248,1.3763483926973264e-05,1.0,1.0,0.13,0.74,0.93,0.0007186956900884839,True
KLF1,EIF2AK1,EIF2AK1,ENSG00000086232,0.12019178384581253,0.12019178384581253,1.4023483119239646e-05,1.0,1.0,0.54,0.86,0.97,0.0007302227995661216,True
KLF1,SEC62,SEC62,ENSG00000008952,0.12015424345930384,0.12015424345930384,1.4111015674070082e-05,1.0,1.0,0.5,0.86,0.93,0.0007339070458785081,True
NFE2,AC100835.2,AC100835.2,ENSG00000275527,0.12005799789763379,0.12005799789763379,1.4337814566733755e-05,1.0,1.0,0.06,0.76,0.97,0.0007430521435413915,True
TAL1,GMPR,GMPR,ENSG00000137198,0.12000676018778855,0.12000676018778855,1.4459966286493384e-05,1.0,1.0,0.35,0.8,0.91,0.0007458477893528546,True
TAL1,SLC7A5,SLC7A5,ENSG00000103257,0.11994560502063532,0.11994560502063532,1.4607059190259286e-05,1.0,1.0,0.41,0.85,0.93,0.0007516620811552248,True
KLF1,RHAG,RHAG,ENSG00000112077,0.11980752144871591,0.11980752144871591,1.4944443008263897e-05,1.0,1.0,0.47,0.83,0.94,0.0007609630741617732,True
TAL1,NATD1,NATD1,ENSG00000274180,0.11976317590623904,0.11976317590623904,1.5054359244103415e-05,1.0,1.0,0.38,0.75,0.91,0.0007647824312858112,True
GATA1,ALAD,ALAD,ENSG00000148218,0.11974070868742533,0.11974070868742533,1.5110340617341211e-05,1.0,1.0,0.35,0.83,0.92,0.0007667358452465251,True
GATA1,H3F3A,H3F3A,ENSG00000163041,0.11973143828510856,0.11973143828510856,1.5133497328307885e-05,1.0,1.0,0.39,0.85,0.96,0.000767021058099869,True
NFE2,RABGAP1L,RABGAP1L,ENSG00000152061,0.11964717237307369,0.11964717237307369,1.5345542195200842e-05,1.0,1.0,0.09,0.75,0.93,0.0007750739210370494,True
GATA1,SLC25A37,SLC25A37,ENSG00000147454,0.11940426819165938,0.11940426819165938,1.5972728489527015e-05,1.0,1.0,0.34,0.82,0.95,0.0008039667941679076,True
NFE2,BTK,BTK,ENSG00000010671,0.11917794259028382,0.11917794259028382,1.657901196577337e-05,1.0,1.0,0.05,0.76,0.92,0.0008297093631383607,True
TAL1,ZNF451,ZNF451,ENSG00000112200,0.11912517300221555,0.11912517300221555,1.67234884578109e-05,1.0,1.0,0.54,0.87,0.95,0.00083598329730817,True
NFE2,PHKB,PHKB,ENSG00000102893,0.11873400818220553,0.11873400818220553,1.783243395927012e-05,1.0,1.0,0.13,0.77,0.96,0.0008863530242937216,True
GATA1,IQSEC1,IQSEC1,ENSG00000144711,0.11848151222169986,0.11848151222169986,1.8585047963653756e-05,1.0,1.0,0.37,0.81,0.92,0.0009214237525030424,True
NFE2,SLC36A1,SLC36A1,ENSG00000123643,0.11838299056473815,0.11838299056473815,1.888682952817481e-05,1.0,1.0,0.02,0.74,0.97,0.0009316038660335046,True
GATA1,GYPA,GYPA,ENSG00000170180,0.11831071890184269,0.11831071890184269,1.9111162979161847e-05,1.0,1.0,0.26,0.74,0.91,0.00094135390620331,True
TAL1,EPB42,EPB42,ENSG00000166947,0.11816049778402857,0.11816049778402857,1.9585590841306537e-05,1.0,1.0,0.38,0.84,0.97,0.0009605410698540555,True
GATA1,RPL36A,RPL36A,ENSG00000241343,0.1181595755975546,0.1181595755975546,1.9588537592817043e-05,1.0,1.0,0.35,0.88,0.92,0.0009605410698540555,True
TAL1,RIOK3,RIOK3,ENSG00000101782,0.11789819297897432,0.11789819297897432,2.0440977051163406e-05,1.0,1.0,0.43,0.83,0.93,0.000994536525270175,True
NFE2,ABCB10,ABCB10,ENSG00000135776,0.11784792306720834,0.11784792306720834,2.060891577399626e-05,1.0,1.0,0.04,0.7,0.93,0.0010015933066162182,True
NFE2,ART4,ART4,ENSG00000111339,0.11774757545767887,0.11774757545767887,2.0948083070332436e-05,1.0,1.0,0.09,0.7,0.87,0.0010140135817028179,True
TAL1,HECTD4,HECTD4,ENSG00000173064,0.11774233510062378,0.11774233510062378,2.0965940122083402e-05,1.0,1.0,0.35,0.89,0.97,0.0010140135817028179,True
TAL1,VPS13B,VPS13B,ENSG00000132549,0.11739171244685354,0.11739171244685354,2.2194165444712856e-05,1.0,1.0,0.41,0.88,0.96,0.0010597956294232972,True
GATA1,RPL18A,RPL18A,ENSG00000105640,0.11725956081185411,0.11725956081185411,2.2674600911751355e-05,1.0,1.0,0.46,0.83,0.93,0.0010758789916487604,True
KLF1,STX2,STX2,ENSG00000111450,0.11725479815538215,0.11725479815538215,2.2692098715866464e-05,1.0,1.0,0.45,0.86,0.96,0.0010758789916487604,True
GATA1,NCEH1,NCEH1,ENSG00000144959,0.11712336418048001,0.11712336418048001,2.318007758627493e-05,1.0,1.0,0.31,0.73,0.93,0.0010937395831970502,True
NFE2,GAB1,GAB1,ENSG00000109458,0.11704762639377585,0.11704762639377585,2.3465784286879516e-05,1.0,1.0,0.06,0.74,0.93,0.0011048368188461895,True
NFE2,WNK1,WNK1,ENSG00000060237,0.11659836710552482,0.11659836710552482,2.523055875706063e-05,1.0,1.0,0.07,0.71,0.87,0.0011702912407569798,True
KLF1,PIM3,PIM3,ENSG00000198355,-0.11658076381758618,0.11658076381758618,2.5302212413886227e-05,0.0,1.0,0.38,0.82,0.92,0.0011723715794315502,True
KLF1,AHSP,AHSP,ENSG00000169877,0.11653608844303223,0.11653608844303223,2.5484931174950368e-05,1.0,1.0,0.4,0.86,0.94,0.0011783413209221236,True
TAL1,CHD2,CHD2,ENSG00000173575,0.11629602548799989,0.11629602548799989,2.6488431880678926e-05,1.0,1.0,0.39,0.78,0.94,0.001215743977398632,True
KLF1,USP24,USP24,ENSG00000162402,0.11604452276794074,0.11604452276794074,2.7579955297709188e-05,1.0,1.0,0.41,0.88,0.98,0.0012566117132518748,True
KLF1,RBCK1,RBCK1,ENSG00000125826,-0.11598040344689572,0.11598040344689572,2.786499165120718e-05,0.0,1.0,0.52,0.88,0.94,0.0012669591838085261,True
GATA1,CAT,CAT,ENSG00000121691,0.11581662011313018,0.11581662011313018,2.860582850800305e-05,1.0,1.0,0.35,0.74,0.88,0.0012925815484917907,True
GATA1,RPLP1,RPLP1,ENSG00000137818,0.11566516757917372,0.11566516757917372,2.9307500950382897e-05,1.0,1.0,0.29,0.84,0.97,0.0013165100276841565,True
TAL1,FBXO11,FBXO11,ENSG00000138081,0.11566335952290975,0.11566335952290975,2.9315975467863937e-05,1.0,1.0,0.45,0.8,0.9,0.0013165100276841565,True
GATA1,RPL18,RPL18,ENSG00000063177,0.11561572749698967,0.11561572749698967,2.954007072674808e-05,1.0,1.0,0.34,0.86,0.95,0.0013252130190645754,True
GATA1,RPS15A,RPS15A,ENSG00000134419,0.11536320075264321,0.11536320075264321,3.075556096316104e-05,1.0,1.0,0.2,0.77,0.99,0.0013685129567941648,True
GATA1,AGPAT4,AGPAT4,ENSG00000026652,0.1151357143266277,0.1151357143266277,3.189103631068068e-05,1.0,1.0,0.28,0.72,0.89,0.0014080546021061444,True
KLF1,SLC35F6,SLC35F6,ENSG00000213699,-0.11502464928357908,0.11502464928357908,3.2459752509616464e-05,0.0,1.0,0.36,0.77,0.87,0.001428359733169642,True
GATA1,RPS15,RPS15,ENSG00000115268,0.11488355993647224,0.11488355993647224,3.319609563998207e-05,1.0,1.0,0.25,0.81,0.91,0.0014541075270384147,True
TAL1,MARCH8,MARCH8,ENSG00000165406,0.11487177925941426,0.11487177925941426,3.325829053105055e-05,1.0,1.0,0.37,0.79,0.88,0.0014547176278281511,True
TAL1,GALNT5,GALNT5,ENSG00000136542,0.11480719959081345,0.11480719959081345,3.360120132645467e-05,1.0,1.0,0.28,0.77,0.86,0.0014669148655988434,True
KLF1,ABCB10,ABCB10,ENSG00000135776,0.11468295194189444,0.11468295194189444,3.4270399358058445e-05,1.0,1.0,0.45,0.91,0.98,0.0014900469860054438,True
TAL1,MOB1B,MOB1B,ENSG00000173542,0.11466386872982025,0.11466386872982025,3.437429496624036e-05,1.0,1.0,0.4,0.81,0.9,0.001491598870856501,True
NFE2,ST3GAL2,ST3GAL2,ENSG00000157350,0.11462470677922983,0.11462470677922983,3.458844269814505e-05,1.0,1.0,0.01,0.72,0.87,0.0014979192907097667,True
GATA1,RPS18,RPS18,ENSG00000231500,0.11446843515980792,0.11446843515980792,3.5455643564925444e-05,1.0,1.0,0.27,0.77,0.93,0.0015309277882821707,True
NFE2,BCL2L1,BCL2L1,ENSG00000171552,0.11435653066236903,0.11435653066236903,3.608926577905345e-05,1.0,1.0,0.06,0.73,0.91,0.0015491113691617252,True
GATA1,NFE2,NFE2,ENSG00000123405,0.11307765712896943,0.11307765712896943,4.4136052973824335e-05,1.0,1.0,0.25,0.71,0.88,0.001810985888438158,True
GATA1,SLC4A1,SLC4A1,ENSG00000004939,0.11279423907986806,0.11279423907986806,4.6136230953534854e-05,1.0,1.0,0.34,0.82,0.91,0.0018772081320070832,True
KLF1,SELENBP1,SELENBP1,ENSG00000143416,0.11267728545374567,0.11267728545374567,4.69863849918828e-05,0.99,0.99,0.34,0.81,0.91,0.0019029485921712534,True
KLF1,JAK1,JAK1,ENSG00000162434,-0.11251849364569382,0.11251849364569382,4.816443825109433e-05,0.0,1.0,0.41,0.82,0.92,0.0019363166627783693,True
KLF1,MKNK2,MKNK2,ENSG00000099875,0.11233900492823083,0.11233900492823083,4.952970262023002e-05,1.0,1.0,0.4,0.84,0.91,0.0019834705455996707,True
GATA1,RPS2,RPS2,ENSG00000140988,0.1122164979876299,0.1122164979876299,5.048249280321688e-05,1.0,1.0,0.22,0.78,0.9,0.0020067250135466052,True
GATA1,COMMD3,COMMD3,ENSG00000148444,0.11221591962443116,0.11221591962443116,5.048703186826304e-05,1.0,1.0,0.26,0.7,0.91,0.0020067250135466052,True
TAL1,MARCH3,MARCH3,ENSG00000173926,0.11215211698089778,0.11215211698089778,5.0990142073586814e-05,1.0,1.0,0.34,0.77,0.91,0.002015186521328498,True
GATA1,CMAS,CMAS,ENSG00000111726,0.11210050073174578,0.11210050073174578,5.140062671105953e-05,1.0,1.0,0.26,0.71,0.83,0.0020254625336412107,True
TAL1,NUTM2A-AS1,NUTM2A-AS1,ENSG00000223482,0.11189036825451716,0.11189036825451716,5.3104243821090005e-05,1.0,1.0,0.32,0.7,0.85,0.0020720603253652783,True
GATA1,TLN1,TLN1,ENSG00000137076,0.11188420215739343,0.11188420215739343,5.315503264923925e-05,1.0,1.0,0.31,0.72,0.9,0.002072193518785851,True
TAL1,STX2,STX2,ENSG00000111450,0.11165421860498294,0.11165421860498294,5.5082531158011216e-05,1.0,1.0,0.28,0.77,0.93,0.0021227400113228287,True
TAL1,TASOR2,TASOR2,ENSG00000108021,0.11149085585662317,0.11149085585662317,5.649165365300135e-05,1.0,1.0,0.36,0.79,0.9,0.002163699589126339,True
GATA1,NT5C2,NT5C2,ENSG00000076685,-0.11131825568074057,0.11131825568074057,5.801747418495765e-05,0.0,1.0,0.24,0.71,0.83,0.002208602542080111,True
GATA1,XPO7,XPO7,ENSG00000130227,-0.11125560702970229,0.11125560702970229,5.8580882093952174e-05,0.0,1.0,0.25,0.72,0.92,0.0022281111154691027,True
GATA1,RPL10,RPL10,ENSG00000147403,0.11108097381647844,0.11108097381647844,6.017882867901363e-05,1.0,1.0,0.28,0.81,0.93,0.0022869000577063914,True
TAL1,KIAA0232,KIAA0232,ENSG00000170871,0.11087965998536974,0.11087965998536974,6.207205211559066e-05,1.0,1.0,0.28,0.81,0.86,0.002354218734234594,True
GATA1,ANKH,ANKH,ENSG00000154122,0.11071162419105306,0.11071162419105306,6.369530497302347e-05,1.0,1.0,0.25,0.73,0.9,0.002392953941992319,True
GATA1,TRNAU1AP,TRNAU1AP,ENSG00000180098,0.11065310696311828,0.11065310696311828,6.426995283318311e-05,1.0,1.0,0.22,0.72,0.84,0.0024065202051641987,True
KLF1,NSUN3,NSUN3,ENSG00000178694,-0.11064277321285337,0.11064277321285337,6.437193964430984e-05,0.0,1.0,0.36,0.77,0.9,0.0024065202051641987,True
GATA1,ALAS2,ALAS2,ENSG00000158578,0.11061828011373025,0.11061828011373025,6.461428066963487e-05,1.0,1.0,0.25,0.72,0.89,0.002411457880964018,True
